@RELATION GLCM_LBP_HOG

@ATTRIBUTE glcm_contrast NUMERIC
@ATTRIBUTE glcm_dissimilarity NUMERIC
@ATTRIBUTE glcm_homogeneity NUMERIC
@ATTRIBUTE glcm_energy NUMERIC
@ATTRIBUTE glcm_correlation NUMERIC
@ATTRIBUTE glcm_ASM NUMERIC
@ATTRIBUTE lbp_energy NUMERIC
@ATTRIBUTE lbp_entropy NUMERIC
@ATTRIBUTE lbp_mean NUMERIC
@ATTRIBUTE lbp_std NUMERIC
@ATTRIBUTE hog_mean NUMERIC
@ATTRIBUTE hog_std NUMERIC
@ATTRIBUTE hog_skew NUMERIC
@ATTRIBUTE hog_kurtosis NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.213567,0.849540,0.145422,0.037375,0.639584,0.008216,0.045051,0.953156,0.132224,0.957163,0.960465,0.613626,0.030611,0.001826,TUMORLU
0.361272,0.184626,0.974161,0.925558,0.784977,0.869547,0.922495,0.088582,0.966656,0.204697,0.233558,0.751826,0.372685,0.154082,TUMORLU
0.252227,0.906139,0.119543,0.022650,0.721792,0.004718,0.051025,0.943846,0.139097,0.972516,0.926053,0.669368,0.050687,0.002807,TUMORLU
0.225614,0.109351,0.985269,0.964867,0.717383,0.937311,0.956475,0.053431,0.981257,0.155814,0.155896,0.609235,0.464882,0.241081,TUMORLU
0.191244,0.810912,0.165396,0.035418,0.728434,0.007720,0.054256,0.940145,0.147270,0.968151,0.943553,0.641880,0.033887,0.000617,TUMORLU
0.448916,0.216079,0.971451,0.902353,0.798833,0.830727,0.908641,0.100276,0.961110,0.214192,0.223619,0.755148,0.355535,0.124297,TUMORLU
0.128207,0.581705,0.355237,0.087377,0.854279,0.022716,0.064934,0.918786,0.181652,0.978477,0.890417,0.720671,0.054604,0.001739,TUMORLU
0.553083,0.282104,0.959756,0.821411,0.860784,0.702160,0.878738,0.128926,0.947731,0.247100,0.314630,0.878693,0.288787,0.080238,TUMORLU
0.186839,0.749658,0.213367,0.038986,0.773843,0.008690,0.051031,0.944395,0.142579,0.963708,0.921758,0.675868,0.054393,0.003057,TUMORLU
0.676176,0.345229,0.952251,0.741186,0.878848,0.585244,0.852640,0.151163,0.936370,0.268086,0.385853,0.971872,0.258286,0.065887,TUMORLU
0.070683,0.452803,0.435056,0.107763,0.909550,0.029627,0.035785,0.965942,0.101866,0.924313,0.970973,0.595129,0.036333,0.003098,TUMORLU
0.762069,0.369903,0.952924,0.786386,0.836865,0.649829,0.849799,0.156579,0.938781,0.266230,0.390821,0.893400,0.216446,0.040024,TUMORLU
0.127540,0.634115,0.288088,0.048147,0.921643,0.010902,0.052711,0.943723,0.138196,0.965707,0.949895,0.631492,0.030891,0.000874,TUMORLU
0.361357,0.168917,0.979829,0.909616,0.828604,0.842781,0.934320,0.074952,0.971687,0.182947,0.192485,0.706574,0.369322,0.127680,TUMORLU
0.082383,0.483649,0.429295,0.123684,0.935517,0.035540,0.036403,0.963765,0.115468,0.924657,0.949686,0.631838,0.018103,0.000716,TUMORLU
0.368959,0.182109,0.975752,0.911346,0.818017,0.845665,0.922118,0.088233,0.967140,0.199200,0.181155,0.624671,0.378405,0.150300,TUMORLU
0.123585,0.621185,0.304240,0.044189,0.935524,0.009831,0.031160,0.967206,0.088409,0.911889,0.940944,0.646085,0.039054,0.001994,TUMORLU
0.565597,0.276569,0.963670,0.806824,0.869015,0.680121,0.881086,0.126237,0.950096,0.240300,0.329866,0.920086,0.284074,0.077078,TUMORLU
0.100566,0.557318,0.350902,0.056440,0.898164,0.013158,0.029113,0.969658,0.116591,0.933914,0.959509,0.615271,0.019225,0.000408,TUMORLU
0.598780,0.286530,0.964344,0.796974,0.867976,0.665436,0.882814,0.125009,0.950102,0.240111,0.325645,0.874261,0.253001,0.053528,TUMORLU
0.150521,0.599856,0.388654,0.165318,0.896581,0.053102,0.032116,0.950161,0.191124,0.929826,0.895204,0.714107,0.044490,0.002124,TUMORLU
0.666908,0.327612,0.956723,0.791951,0.854595,0.658010,0.864945,0.142671,0.942178,0.259769,0.267459,0.758259,0.266829,0.057762,TUMORLU
0.117919,0.566399,0.364030,0.058611,0.926369,0.013731,0.027856,0.976561,0.081739,0.914903,0.963593,0.608199,0.023448,0.001875,TUMORLU
0.572582,0.269996,0.966338,0.832822,0.848224,0.719637,0.889377,0.120270,0.953356,0.235733,0.383525,0.864603,0.215950,0.042360,TUMORLU
0.106236,0.550824,0.366996,0.061241,0.951120,0.014464,0.025335,0.978968,0.072423,0.903352,0.944569,0.640232,0.033213,0.003202,TUMORLU
0.906420,0.429502,0.944830,0.698678,0.857619,0.527533,0.819931,0.182583,0.922998,0.294180,0.454598,0.997288,0.244587,0.069300,TUMORLU
0.112496,0.585928,0.331787,0.038795,0.948136,0.008445,0.032152,0.969462,0.090819,0.917690,0.962615,0.609903,0.015684,0.000847,TUMORLU
0.663841,0.326166,0.956769,0.778908,0.863208,0.638911,0.858945,0.147035,0.940577,0.260915,0.427044,0.952706,0.224408,0.049376,TUMORLU
0.100832,0.531029,0.393050,0.068756,0.955896,0.016655,0.021215,0.978115,0.089696,0.896321,0.938083,0.650652,0.026290,0.001487,TUMORLU
0.923105,0.436648,0.945665,0.708831,0.850766,0.541050,0.824586,0.178946,0.925179,0.290494,0.484783,0.966914,0.194966,0.039527,TUMORLU
0.154755,0.688713,0.255613,0.023430,0.886751,0.004807,0.017656,0.990091,0.051694,0.891706,0.954173,0.624346,0.022608,0.001062,TUMORLU
0.278186,0.130425,0.984216,0.942346,0.794010,0.898179,0.948760,0.061144,0.977775,0.166698,0.134049,0.541177,0.401652,0.135263,TUMORLU
0.148277,0.664233,0.289830,0.038283,0.908343,0.008331,0.033089,0.970501,0.096516,0.927381,0.934821,0.655804,0.040976,0.002600,TUMORLU
0.216249,0.102778,0.986753,0.965793,0.722625,0.938937,0.960475,0.049138,0.982603,0.151983,0.130245,0.592308,0.537283,0.301289,TUMORLU
0.151139,0.679898,0.273738,0.030615,0.900994,0.006478,0.034524,0.969055,0.103356,0.932907,0.957011,0.619543,0.028971,0.003257,TUMORLU
0.230762,0.107796,0.986357,0.959457,0.752442,0.927834,0.955574,0.054075,0.981225,0.153646,0.121639,0.569906,0.515795,0.265029,TUMORLU
0.093818,0.504378,0.414773,0.107883,0.947116,0.029623,0.027195,0.973990,0.084567,0.901286,0.956061,0.621156,0.024177,0.001002,TUMORLU
0.612452,0.292380,0.962325,0.813876,0.852949,0.690732,0.877617,0.130066,0.948227,0.244446,0.339435,0.868464,0.257131,0.062549,TUMORLU
0.083056,0.458772,0.463029,0.119736,0.942360,0.034014,0.028069,0.966642,0.132420,0.908018,0.928450,0.665700,0.036323,0.003701,TUMORLU
0.774529,0.360910,0.955785,0.741910,0.862017,0.586248,0.848955,0.156451,0.936906,0.267754,0.402239,0.949677,0.233284,0.052147,TUMORLU
0.056493,0.395108,0.503104,0.195181,0.963128,0.067441,0.050227,0.939913,0.156853,0.951893,0.948775,0.633344,0.031395,0.002128,TUMORLU
1.000000,0.456516,0.946960,0.675374,0.853626,0.497140,0.808757,0.191541,0.920881,0.294483,0.442129,0.989180,0.222846,0.046596,TUMORLU
0.118163,0.574827,0.362904,0.069620,0.926947,0.016919,0.022670,0.977737,0.088984,0.898917,0.932300,0.659746,0.020318,0.000639,TUMORLU
0.655611,0.313804,0.959720,0.827426,0.829554,0.711346,0.869578,0.139320,0.945131,0.254932,0.364154,0.889898,0.273076,0.083303,TUMORLU
0.104892,0.566682,0.345281,0.043758,0.923235,0.009716,0.019707,0.984304,0.089271,0.910438,0.935445,0.654824,0.044893,0.002665,TUMORLU
0.841292,0.405530,0.946771,0.770146,0.830504,0.626240,0.838966,0.168592,0.934835,0.279631,0.449566,0.956202,0.214349,0.048279,TUMORLU
0.152352,0.717524,0.217326,0.022753,0.868866,0.004776,0.034825,0.962717,0.088030,0.938626,0.885964,0.726690,0.053437,0.001675,TUMORLU
0.263337,0.131614,0.982274,0.953814,0.747912,0.918003,0.947855,0.063067,0.977632,0.171219,0.167277,0.605901,0.360570,0.110246,TUMORLU
0.110693,0.586251,0.325576,0.049568,0.920334,0.011253,0.029000,0.974110,0.081771,0.920669,0.963120,0.609025,0.020153,0.001108,TUMORLU
0.532036,0.256009,0.967529,0.813785,0.872955,0.690593,0.893610,0.115815,0.954917,0.230628,0.246998,0.727807,0.289940,0.072029,TUMORLU
0.080070,0.387807,0.556138,0.251685,0.902771,0.098561,0.052152,0.940544,0.186055,0.919985,0.918522,0.680704,0.038693,0.003045,TUMORLU
0.423531,0.200921,0.975218,0.887858,0.836223,0.806917,0.918579,0.091910,0.965428,0.204377,0.229680,0.771781,0.379585,0.151306,TUMORLU
0.062107,0.345537,0.580550,0.267747,0.929621,0.108343,0.029613,0.969465,0.121073,0.893315,0.936587,0.653023,0.025579,0.001223,TUMORLU
0.601130,0.283845,0.964675,0.779733,0.877271,0.640112,0.880333,0.127848,0.948979,0.243701,0.286670,0.805296,0.277432,0.072522,TUMORLU
0.211741,0.867103,0.106448,0.001592,0.840674,0.000272,0.037323,0.965115,0.108824,0.947804,0.954412,0.623944,0.036501,0.002155,TUMORLU
0.242283,0.110871,0.987274,0.959009,0.747232,0.927052,0.957120,0.052407,0.981826,0.151293,0.143808,0.612502,0.499331,0.267936,TUMORLU
0.109365,0.582502,0.336285,0.086371,0.938801,0.022237,0.052428,0.944578,0.144572,0.960794,0.964844,0.606010,0.023786,0.001328,TUMORLU
0.453559,0.222611,0.969389,0.859363,0.858120,0.761113,0.901482,0.108000,0.958608,0.222872,0.263790,0.848072,0.358667,0.131572,TUMORLU
0.098331,0.544193,0.360041,0.084690,0.944584,0.021697,0.040441,0.958318,0.120531,0.936399,0.948571,0.633681,0.036532,0.001576,TUMORLU
0.479733,0.227852,0.971033,0.874636,0.832333,0.785499,0.905247,0.103693,0.959183,0.218918,0.285275,0.805841,0.289047,0.081155,TUMORLU
0.118349,0.585570,0.340505,0.082702,0.937451,0.021043,0.040330,0.960968,0.123327,0.943511,0.967173,0.601906,0.021326,0.001844,TUMORLU
0.409986,0.205910,0.971484,0.894641,0.829171,0.818015,0.916421,0.095421,0.963971,0.214676,0.212678,0.679566,0.310435,0.081238,TUMORLU
0.113921,0.598464,0.318130,0.073401,0.933134,0.018126,0.044535,0.956732,0.130957,0.952319,0.966668,0.602800,0.026548,0.001920,TUMORLU
0.483928,0.226434,0.971575,0.866378,0.841828,0.772266,0.904478,0.106005,0.960548,0.218177,0.299649,0.834845,0.321647,0.117338,TUMORLU
0.068551,0.399638,0.523796,0.203866,0.946413,0.071905,0.047514,0.929450,0.211677,0.948673,0.918851,0.680214,0.035356,0.001984,TUMORLU
0.851851,0.404002,0.948890,0.730814,0.852471,0.570891,0.832664,0.169483,0.928629,0.282227,0.326295,0.857579,0.276990,0.077730,TUMORLU
0.102615,0.571023,0.332696,0.036389,0.938624,0.007872,0.033395,0.965877,0.091649,0.917322,0.930263,0.662906,0.035442,0.001895,TUMORLU
0.215301,0.100119,0.988335,0.963641,0.747222,0.935158,0.960347,0.048661,0.982891,0.147142,0.132073,0.615407,0.547501,0.305227,TUMORLU
0.128829,0.676194,0.231796,0.023371,0.918686,0.004787,0.024121,0.982054,0.072299,0.924077,0.982732,0.573471,0.015722,0.001241,TUMORLU
0.609971,0.280475,0.966609,0.815330,0.853312,0.692929,0.885774,0.123514,0.952487,0.235553,0.291282,0.785583,0.264790,0.059355,TUMORLU
0.125055,0.660070,0.242657,0.018636,0.890514,0.003757,0.043545,0.958794,0.120818,0.954171,0.978130,0.582074,0.021643,0.001174,TUMORLU
0.359722,0.164540,0.980430,0.934571,0.762141,0.884861,0.936849,0.075259,0.974653,0.186189,0.206310,0.660549,0.348816,0.126441,TUMORLU
0.108845,0.578063,0.337757,0.053729,0.898661,0.012401,0.044824,0.953712,0.128239,0.937572,0.934244,0.656710,0.043045,0.003316,TUMORLU
0.688827,0.320696,0.961181,0.790843,0.851601,0.656376,0.867510,0.140070,0.944177,0.253975,0.343015,0.883155,0.267880,0.073152,TUMORLU
0.097418,0.515170,0.402853,0.079588,0.941525,0.020017,0.040457,0.951075,0.112208,0.912678,0.891014,0.719857,0.061566,0.005069,TUMORLU
0.276622,0.127779,0.984489,0.945495,0.782105,0.903602,0.950042,0.060102,0.978265,0.165477,0.148815,0.611183,0.440369,0.182225,TUMORLU
0.102817,0.539478,0.382946,0.096144,0.917209,0.025476,0.062446,0.933250,0.171487,0.960530,0.977936,0.582432,0.019915,0.001788,TUMORLU
0.371901,0.176442,0.978036,0.928658,0.772885,0.874799,0.927177,0.084690,0.970707,0.192408,0.194141,0.642860,0.357450,0.115295,TUMORLU
0.074656,0.430111,0.487531,0.128470,0.948053,0.037460,0.033007,0.963721,0.130794,0.934990,0.964941,0.605841,0.016464,0.001475,TUMORLU
0.458316,0.219657,0.971613,0.905994,0.784898,0.836758,0.912260,0.099387,0.962874,0.214823,0.243054,0.709512,0.312111,0.101120,TUMORLU
0.102519,0.582271,0.319752,0.061382,0.924962,0.014537,0.044658,0.955712,0.118982,0.952322,0.973404,0.590738,0.018844,0.000839,TUMORLU
0.446525,0.213785,0.972577,0.899452,0.805716,0.825933,0.913903,0.097260,0.963390,0.212106,0.216313,0.678301,0.349071,0.130057,TUMORLU
0.143715,0.708585,0.223802,0.043730,0.864911,0.009739,0.045296,0.956058,0.125705,0.960890,0.966280,0.603485,0.022225,0.001043,TUMORLU
0.749011,0.352909,0.957076,0.783316,0.843110,0.645339,0.861054,0.144743,0.939297,0.263176,0.267489,0.758247,0.305827,0.093364,TUMORLU
0.205257,0.796230,0.201793,0.036403,0.809494,0.007902,0.051839,0.943039,0.156344,0.959625,0.937060,0.652275,0.033974,0.000922,TUMORLU
0.050412,0.024507,0.996530,0.996884,0.000000,0.994359,0.995263,0.006719,0.996897,0.081375,0.053193,0.409181,0.864823,0.741833,TUMORLU
0.394978,0.186444,0.977110,0.932268,0.744776,0.880938,0.930491,0.080353,0.971550,0.190933,0.212940,0.758541,0.398572,0.162373,TUMORLU
0.097432,0.573311,0.316276,0.031626,0.918529,0.006726,0.039991,0.959482,0.109562,0.934922,0.957350,0.618964,0.027762,0.001210,TUMORLU
0.362081,0.168825,0.979445,0.928257,0.781522,0.874119,0.935194,0.076077,0.972745,0.186263,0.214979,0.678768,0.341629,0.119206,TUMORLU
0.157544,0.750551,0.183048,0.021936,0.823607,0.004576,0.047725,0.947033,0.128148,0.959525,0.921317,0.676529,0.037702,0.001485,TUMORLU
0.307613,0.141052,0.982612,0.942997,0.766070,0.899298,0.942858,0.068059,0.976704,0.173514,0.132329,0.567276,0.492828,0.254785,TUMORLU
0.079703,0.499798,0.393924,0.114237,0.823846,0.032044,0.024375,0.983114,0.083222,0.924950,0.969469,0.597823,0.020642,0.001470,TUMORLU
0.609547,0.288437,0.964227,0.800454,0.863193,0.670606,0.881339,0.125946,0.949168,0.241751,0.246884,0.765907,0.349772,0.134661,TUMORLU
0.076247,0.484933,0.402638,0.103706,0.814870,0.028221,0.020887,0.987535,0.072318,0.905797,0.971869,0.593516,0.015907,0.000894,TUMORLU
0.479451,0.224016,0.973542,0.862556,0.848316,0.766180,0.908506,0.101122,0.961071,0.214505,0.213930,0.699747,0.329206,0.095954,TUMORLU
0.095584,0.545189,0.363674,0.079909,0.834930,0.020161,0.020085,0.978487,0.102278,0.910929,0.929022,0.664820,0.031300,0.001063,TUMORLU
0.623776,0.290010,0.965024,0.791359,0.865999,0.657135,0.883193,0.124407,0.949880,0.240010,0.318588,0.860765,0.287139,0.088988,TUMORLU
0.057771,0.413317,0.478371,0.154510,0.908943,0.048319,0.041969,0.955327,0.140430,0.936527,0.959069,0.616027,0.022138,0.002304,TUMORLU
0.745363,0.343349,0.959677,0.763731,0.856589,0.617040,0.864569,0.143141,0.943053,0.255622,0.399087,0.936079,0.238810,0.058529,TUMORLU
0.091230,0.521876,0.390269,0.114129,0.880161,0.031966,0.033216,0.968960,0.107707,0.925044,0.943463,0.642025,0.034966,0.004009,TUMORLU
0.607201,0.287303,0.964894,0.823658,0.846809,0.705583,0.882910,0.127013,0.950873,0.241805,0.336145,0.819393,0.229717,0.045317,TUMORLU
0.147642,0.704090,0.233797,0.038617,0.836289,0.008497,0.032106,0.969149,0.090414,0.935461,0.914162,0.687140,0.056682,0.005911,TUMORLU
0.221470,0.109012,0.985613,0.961312,0.751042,0.931077,0.956988,0.053257,0.981558,0.157279,0.169986,0.671850,0.471017,0.237079,TUMORLU
0.082041,0.528607,0.347622,0.064216,0.933740,0.015384,0.046474,0.951366,0.127684,0.948989,0.998662,0.542308,0.005157,0.001802,TUMORLU
0.563028,0.270824,0.965321,0.846706,0.837234,0.741191,0.884900,0.124499,0.952069,0.238654,0.339485,0.868442,0.295717,0.101007,TUMORLU
0.075990,0.502527,0.374445,0.057592,0.965733,0.013426,0.037990,0.958658,0.128063,0.939139,0.954840,0.623221,0.022703,0.000994,TUMORLU
0.592520,0.266715,0.970141,0.827333,0.849297,0.711202,0.890872,0.118358,0.955949,0.226255,0.338127,0.885229,0.263957,0.065680,TUMORLU
0.106763,0.484593,0.462217,0.206996,0.884979,0.073535,0.029131,0.947515,0.189962,0.907047,0.943221,0.642417,0.028845,0.002330,TUMORLU
0.445431,0.207507,0.974134,0.918225,0.761842,0.857184,0.914782,0.096502,0.964213,0.209575,0.226400,0.754235,0.404742,0.175582,TUMORLU
0.164431,0.644415,0.301498,0.059109,0.737378,0.013907,0.033285,0.962318,0.152378,0.931919,0.967341,0.601609,0.019650,0.001656,TUMORLU
0.281057,0.130709,0.984493,0.955272,0.727616,0.920538,0.951065,0.059907,0.979964,0.163387,0.169514,0.628260,0.445890,0.225838,TUMORLU
0.187909,0.692861,0.262762,0.047560,0.662653,0.010884,0.053996,0.942040,0.152659,0.959137,0.940704,0.646470,0.045185,0.003512,TUMORLU
0.337993,0.160138,0.980127,0.934266,0.777484,0.884341,0.937743,0.073998,0.974130,0.183400,0.194873,0.642616,0.351398,0.128739,TUMORLU
0.121637,0.583007,0.355147,0.071186,0.822050,0.017427,0.023589,0.978360,0.132630,0.919833,0.964651,0.606348,0.026881,0.002773,TUMORLU
0.368957,0.164837,0.982134,0.948488,0.689817,0.908771,0.937240,0.073234,0.973960,0.178188,0.194036,0.685684,0.417088,0.189903,TUMORLU
0.136436,0.659108,0.276902,0.093837,0.875355,0.024748,0.057555,0.923342,0.200382,0.990409,0.970739,0.595549,0.025174,0.001708,TUMORLU
0.656820,0.308110,0.961443,0.735083,0.886432,0.576775,0.866935,0.138041,0.943419,0.252473,0.353861,0.955907,0.270896,0.068421,TUMORLU
0.104643,0.494186,0.453870,0.186985,0.879378,0.063370,0.034498,0.942562,0.201218,0.927080,0.942446,0.643670,0.019528,0.001552,TUMORLU
0.432521,0.204383,0.974575,0.924272,0.749301,0.867372,0.920842,0.091268,0.968669,0.201711,0.270657,0.775554,0.292006,0.074772,TUMORLU
0.102766,0.446286,0.516114,0.238100,0.866340,0.090593,0.038284,0.933830,0.221104,0.919117,0.922552,0.674673,0.024813,0.001288,TUMORLU
0.340091,0.160292,0.980355,0.937701,0.763412,0.890212,0.939020,0.072794,0.974796,0.182176,0.216669,0.718868,0.371813,0.147019,TUMORLU
0.071631,0.473294,0.411605,0.102852,0.946139,0.027944,0.040280,0.952209,0.136739,0.937608,0.923826,0.672750,0.040158,0.001770,TUMORLU
0.801504,0.386640,0.949092,0.757270,0.846748,0.607846,0.844205,0.162198,0.933123,0.278539,0.444076,0.944089,0.215398,0.048276,TUMORLU
0.066234,0.425060,0.475202,0.121781,0.955013,0.034855,0.035411,0.952710,0.145682,0.926873,0.931231,0.661407,0.031226,0.001147,TUMORLU
0.866634,0.401274,0.952387,0.676076,0.873505,0.498043,0.838321,0.164730,0.931373,0.276043,0.430058,0.966037,0.203691,0.033185,TUMORLU
0.214885,0.824095,0.184758,0.019043,0.814454,0.003900,0.059528,0.933408,0.157853,0.962683,0.924490,0.671744,0.047156,0.003351,TUMORLU
0.290443,0.130575,0.985102,0.955281,0.722254,0.920554,0.952739,0.057903,0.979722,0.163759,0.148469,0.562858,0.379306,0.124829,TUMORLU
0.214232,0.838129,0.164411,0.018424,0.791437,0.003802,0.041430,0.957216,0.115304,0.950577,0.918132,0.681284,0.054264,0.003397,TUMORLU
0.267100,0.129824,0.983249,0.948218,0.775392,0.908302,0.946061,0.064765,0.977958,0.168441,0.143016,0.564411,0.394556,0.132357,TUMORLU
0.046610,0.367694,0.518135,0.129469,0.954789,0.037838,0.024067,0.970403,0.120962,0.915958,0.965199,0.605387,0.015221,0.001792,TUMORLU
0.517834,0.264418,0.963704,0.778631,0.894116,0.638507,0.877530,0.128158,0.946921,0.245718,0.217531,0.757105,0.361297,0.122343,TUMORLU
0.059229,0.367383,0.543719,0.262110,0.866188,0.104892,0.025637,0.948475,0.180117,0.886320,0.932781,0.658996,0.027202,0.001456,TUMORLU
0.673922,0.305736,0.963968,0.822506,0.831298,0.703826,0.875263,0.132734,0.947613,0.245993,0.304724,0.779945,0.236424,0.044055,TUMORLU
0.150585,0.712739,0.220581,0.034421,0.881932,0.007381,0.020988,0.987709,0.060115,0.914057,0.972344,0.592657,0.018659,0.001166,TUMORLU
0.408488,0.189502,0.977035,0.875838,0.858490,0.787434,0.922636,0.086669,0.967173,0.196919,0.196978,0.705209,0.363418,0.114938,TUMORLU
0.161896,0.717141,0.222871,0.037285,0.870984,0.008079,0.019831,0.987737,0.062565,0.905784,0.975775,0.586413,0.030522,0.001740,TUMORLU
0.442901,0.200379,0.976982,0.870751,0.852664,0.779261,0.920860,0.088963,0.966728,0.198527,0.211560,0.720542,0.358798,0.123050,TUMORLU
0.108726,0.553825,0.377053,0.092233,0.944662,0.024153,0.038019,0.965256,0.119165,0.937334,0.981107,0.576527,0.022982,0.001461,TUMORLU
0.550961,0.258914,0.968124,0.826500,0.859674,0.709927,0.895237,0.113906,0.955231,0.229339,0.294080,0.819869,0.269393,0.061485,TUMORLU
0.204233,0.843105,0.143529,0.007832,0.848460,0.001546,0.049832,0.943491,0.149439,0.968723,0.937084,0.652236,0.027450,0.000294,TUMORLU
0.497919,0.235694,0.970457,0.886889,0.806068,0.805340,0.904861,0.105351,0.959568,0.219911,0.208762,0.701464,0.400099,0.182354,TUMORLU
0.231153,0.843027,0.166322,0.016073,0.847525,0.003193,0.041347,0.952885,0.168469,0.954274,0.957986,0.617880,0.028753,0.000815,TUMORLU
0.380814,0.171720,0.980022,0.899677,0.838020,0.826302,0.930878,0.078893,0.970700,0.187364,0.196744,0.705281,0.345710,0.099015,TUMORLU
0.081552,0.432023,0.507222,0.276690,0.959534,0.113951,0.046276,0.918932,0.243871,0.915849,0.866105,0.752603,0.054929,0.005903,TUMORLU
0.481056,0.235781,0.968079,0.866042,0.840973,0.771731,0.896846,0.113250,0.957118,0.227693,0.322865,0.825255,0.263875,0.069066,TUMORLU
0.123168,0.599802,0.319960,0.081597,0.737531,0.020866,0.043450,0.953243,0.121471,0.936431,0.945961,0.637964,0.019964,0.000000,TUMORLU
0.335209,0.149357,0.983278,0.938943,0.764101,0.892339,0.941843,0.068242,0.975110,0.174947,0.180700,0.709994,0.423604,0.169778,TUMORLU
0.110764,0.572196,0.345542,0.073086,0.806775,0.018137,0.056785,0.935820,0.152496,0.958942,0.924576,0.671613,0.044264,0.001817,TUMORLU
0.440063,0.206717,0.973810,0.886904,0.830486,0.805362,0.912023,0.098152,0.963338,0.209905,0.236194,0.769612,0.350729,0.118364,TUMORLU
0.179625,0.579969,0.378195,0.087023,0.552217,0.022506,0.048958,0.946157,0.147041,0.955144,0.951888,0.628176,0.032399,0.002033,TUMORLU
0.576269,0.277726,0.963581,0.795626,0.873298,0.663438,0.882436,0.125895,0.950259,0.241049,0.330088,0.904418,0.280472,0.076395,TUMORLU
0.153050,0.568807,0.369653,0.079949,0.637989,0.020210,0.044779,0.953919,0.133002,0.952639,0.953194,0.625991,0.037602,0.002726,TUMORLU
0.666217,0.307788,0.963343,0.766205,0.871304,0.620579,0.870101,0.137132,0.946575,0.247462,0.390043,0.984571,0.253252,0.059952,TUMORLU
0.108313,0.524531,0.423172,0.235898,0.925361,0.089322,0.028218,0.943010,0.191922,0.892643,0.879291,0.735565,0.044534,0.002618,TUMORLU
0.405094,0.188623,0.977270,0.878929,0.856127,0.792423,0.922506,0.087049,0.967323,0.197052,0.167877,0.650956,0.411354,0.166163,TUMORLU
0.127127,0.634989,0.288623,0.051089,0.921111,0.011689,0.051486,0.944868,0.137686,0.964919,0.950696,0.630162,0.030820,0.000932,TUMORLU
0.378243,0.164458,0.982639,0.914671,0.812119,0.851224,0.937763,0.071438,0.973261,0.177461,0.193793,0.706180,0.379927,0.134898,TUMORLU
0.121919,0.581058,0.370000,0.166644,0.926784,0.053704,0.032172,0.954993,0.160982,0.945385,0.942804,0.643091,0.028358,0.002007,TUMORLU
0.835021,0.391294,0.952365,0.763837,0.837683,0.617194,0.839981,0.165078,0.932999,0.275693,0.391194,0.924495,0.259870,0.073864,TUMORLU
0.156376,0.737129,0.200172,0.018219,0.901466,0.003669,0.024175,0.978843,0.084195,0.928747,0.920409,0.677890,0.038511,0.001379,TUMORLU
0.442813,0.203848,0.976254,0.882885,0.837020,0.798828,0.916054,0.094224,0.965363,0.203165,0.279575,0.825441,0.318596,0.102043,TUMORLU
0.103484,0.520002,0.409301,0.082087,0.925866,0.020798,0.017352,0.982874,0.060951,0.876666,0.925380,0.670392,0.043497,0.001835,TUMORLU
0.591692,0.285493,0.962867,0.831823,0.843015,0.718100,0.883426,0.125523,0.949691,0.244074,0.333426,0.871025,0.277320,0.080619,TUMORLU
0.149794,0.715034,0.219358,0.023728,0.869434,0.005000,0.036083,0.959105,0.094491,0.937864,0.889050,0.722526,0.055556,0.002081,TUMORLU
0.330242,0.157865,0.979949,0.927612,0.803263,0.873025,0.934686,0.076469,0.972889,0.184145,0.200309,0.704174,0.411669,0.178572,TUMORLU
0.104478,0.581767,0.322334,0.044898,0.880973,0.010050,0.022029,0.982086,0.062970,0.899229,0.943246,0.642377,0.031902,0.001155,TUMORLU
0.457888,0.219034,0.972585,0.843697,0.871991,0.736493,0.908276,0.099257,0.960908,0.212486,0.263574,0.831220,0.310449,0.082302,TUMORLU
0.137258,0.686730,0.227113,0.028522,0.827729,0.006028,0.011934,0.996955,0.028196,0.888193,0.945599,0.638555,0.027028,0.000661,TUMORLU
0.693121,0.328065,0.959265,0.788452,0.851770,0.652860,0.867664,0.138222,0.943204,0.253385,0.378718,0.914794,0.228269,0.047223,TUMORLU
0.167728,0.644040,0.328034,0.081293,0.872244,0.020550,0.022620,0.972867,0.134949,0.906487,0.929967,0.663364,0.033128,0.001807,TUMORLU
0.492321,0.234639,0.970787,0.838739,0.865845,0.728784,0.899742,0.108426,0.958190,0.220373,0.252274,0.817877,0.349678,0.119465,TUMORLU
0.109403,0.560868,0.359466,0.062610,0.913701,0.014901,0.033445,0.964959,0.126992,0.934908,0.945190,0.639222,0.030017,0.001738,TUMORLU
0.571995,0.280351,0.962971,0.781076,0.882154,0.642067,0.877611,0.130735,0.948574,0.244852,0.290284,0.821358,0.287142,0.077164,TUMORLU
0.123244,0.585278,0.343862,0.060971,0.903310,0.014431,0.030062,0.970598,0.114377,0.933606,0.940592,0.646651,0.034813,0.002634,TUMORLU
0.593839,0.277294,0.965288,0.807645,0.862441,0.681353,0.884548,0.123879,0.950618,0.240747,0.281932,0.824557,0.312549,0.099540,TUMORLU
0.214504,0.753018,0.254616,0.080825,0.896338,0.020394,0.025428,0.974126,0.122713,0.922144,0.961823,0.611278,0.017725,0.001419,TUMORLU
