@RELATION GLCM_LCP

@ATTRIBUTE glcm_contrast NUMERIC
@ATTRIBUTE glcm_dissimilarity NUMERIC
@ATTRIBUTE glcm_homogeneity NUMERIC
@ATTRIBUTE glcm_energy NUMERIC
@ATTRIBUTE glcm_correlation NUMERIC
@ATTRIBUTE glcm_ASM NUMERIC
@ATTRIBUTE lcp_mean NUMERIC
@ATTRIBUTE lcp_std NUMERIC
@ATTRIBUTE lcp_energy NUMERIC
@ATTRIBUTE lcp_entropy NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.441552,0.206185,0.975072,0.915750,0.771058,0.853031,0.223990,0.670716,0.433736,0.005660,TUMORLU
0.186945,0.774975,0.201360,0.024239,0.844265,0.005050,0.781403,0.329120,0.246861,0.833165,TUMORLU
0.505762,0.247193,0.967002,0.863795,0.836040,0.768151,0.273325,0.732975,0.521515,0.010071,TUMORLU
0.169414,0.729596,0.230039,0.046974,0.827846,0.010597,0.741551,0.330661,0.233371,0.798508,TUMORLU
0.579104,0.268695,0.967498,0.829436,0.850250,0.714429,0.286832,0.756494,0.556160,0.007306,TUMORLU
0.195691,0.810822,0.168057,0.034935,0.715760,0.007608,0.819970,0.340547,0.268732,0.858262,TUMORLU
0.426545,0.202175,0.974678,0.910170,0.793026,0.843705,0.218184,0.660626,0.420529,0.006482,TUMORLU
0.258040,0.908909,0.115937,0.021716,0.716665,0.004516,0.909070,0.391003,0.340000,0.898893,TUMORLU
0.236818,0.113351,0.985877,0.958582,0.752814,0.926307,0.120439,0.492659,0.231023,0.003871,TUMORLU
0.195823,0.760393,0.210115,0.039034,0.763625,0.008711,0.756036,0.338189,0.243254,0.818619,TUMORLU
0.593829,0.301234,0.957682,0.780074,0.876999,0.640609,0.323989,0.789487,0.609386,0.015223,TUMORLU
0.237572,0.877013,0.140856,0.022991,0.722500,0.004803,0.880830,0.382022,0.321463,0.878327,TUMORLU
0.175779,0.082596,0.989911,0.975388,0.686496,0.955872,0.089278,0.426440,0.172404,0.002515,TUMORLU
0.210644,0.822607,0.173075,0.042873,0.678201,0.009519,0.844741,0.363233,0.293515,0.856354,TUMORLU
0.367907,0.167001,0.980157,0.936126,0.750118,0.887518,0.184236,0.612919,0.360312,0.003810,TUMORLU
0.152547,0.636661,0.316556,0.069127,0.828254,0.016939,0.629380,0.306575,0.182387,0.720383,TUMORLU
0.621591,0.298710,0.961329,0.801532,0.859180,0.672213,0.323064,0.796320,0.619404,0.010764,TUMORLU
0.079128,0.485368,0.416646,0.086252,0.950048,0.022150,0.500326,0.240206,0.113668,0.626090,TUMORLU
0.473814,0.234668,0.969158,0.904471,0.780296,0.834232,0.261600,0.715985,0.496940,0.010159,TUMORLU
0.083294,0.482816,0.432401,0.121126,0.934356,0.034562,0.497748,0.259868,0.122274,0.609997,TUMORLU
0.301722,0.141429,0.982509,0.936872,0.795368,0.888794,0.155750,0.561523,0.301411,0.004239,TUMORLU
0.087244,0.510684,0.383115,0.047745,0.951522,0.010755,0.519344,0.247191,0.121475,0.648817,TUMORLU
0.424373,0.206654,0.972105,0.901523,0.810624,0.829352,0.226639,0.668898,0.431736,0.008836,TUMORLU
0.139225,0.632393,0.312567,0.064018,0.919178,0.015300,0.642480,0.301713,0.183579,0.728231,TUMORLU
0.439838,0.198718,0.976903,0.871703,0.852375,0.780788,0.211651,0.656423,0.414671,0.003751,TUMORLU
0.153260,0.653076,0.300199,0.062901,0.909862,0.014984,0.660043,0.322007,0.200890,0.733939,TUMORLU
0.435543,0.206537,0.973975,0.876994,0.845497,0.789297,0.232274,0.681121,0.447824,0.006876,TUMORLU
0.142835,0.654373,0.294706,0.051891,0.917135,0.011903,0.661311,0.305234,0.191424,0.741597,TUMORLU
0.520721,0.245013,0.969258,0.818897,0.873084,0.698335,0.275351,0.741105,0.533017,0.007335,TUMORLU
0.183734,0.766927,0.214763,0.034696,0.890768,0.007484,0.767797,0.332839,0.244153,0.814596,TUMORLU
0.135078,0.063809,0.991944,0.983526,0.634108,0.970355,0.071545,0.382394,0.138321,0.001988,TUMORLU
0.172977,0.699627,0.269509,0.049154,0.893401,0.011166,0.700000,0.336044,0.222483,0.759831,TUMORLU
0.525393,0.255043,0.966402,0.795994,0.884703,0.663982,0.284497,0.748519,0.544590,0.009813,TUMORLU
0.138968,0.582356,0.363449,0.091131,0.841048,0.023975,0.575770,0.296242,0.161172,0.680235,TUMORLU
0.613976,0.302396,0.959073,0.795291,0.864391,0.662946,0.328778,0.800411,0.626415,0.012507,TUMORLU
0.132525,0.531240,0.428299,0.203158,0.938111,0.071504,0.545024,0.325867,0.170252,0.608996,TUMORLU
0.495919,0.235724,0.970011,0.821876,0.877205,0.702864,0.260887,0.720725,0.503237,0.007590,TUMORLU
0.188137,0.772921,0.204324,0.022103,0.831209,0.004575,0.768214,0.331282,0.243335,0.819392,TUMORLU
0.255755,0.124612,0.983299,0.940513,0.814415,0.895031,0.136402,0.522508,0.260411,0.005128,TUMORLU
0.182910,0.721574,0.266964,0.039425,0.865064,0.008657,0.715799,0.350282,0.236967,0.762723,TUMORLU
0.343125,0.159951,0.980703,0.919257,0.817712,0.858919,0.182456,0.607879,0.354387,0.004225,TUMORLU
