@RELATION GLCM_STAT

@ATTRIBUTE glcm_contrast NUMERIC
@ATTRIBUTE glcm_dissimilarity NUMERIC
@ATTRIBUTE glcm_homogeneity NUMERIC
@ATTRIBUTE glcm_energy NUMERIC
@ATTRIBUTE glcm_correlation NUMERIC
@ATTRIBUTE glcm_ASM NUMERIC
@ATTRIBUTE stat_skew NUMERIC
@ATTRIBUTE stat_kurtosis NUMERIC
@ATTRIBUTE stat_mean NUMERIC
@ATTRIBUTE stat_std NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.186945,0.774975,0.201360,0.024239,0.844265,0.005050,0.025821,0.002108,0.487036,0.400550,TUMORLU
0.505762,0.247193,0.967002,0.863795,0.836040,0.768151,0.112741,0.009558,0.183575,0.655004,TUMORLU
0.169414,0.729596,0.230039,0.046974,0.827846,0.010597,0.046358,0.003077,0.373321,0.364011,TUMORLU
0.579104,0.268695,0.967498,0.829436,0.850250,0.714429,0.094030,0.006188,0.239635,0.733573,TUMORLU
0.195691,0.810822,0.168057,0.034935,0.715760,0.007608,0.034082,0.003238,0.513543,0.304799,TUMORLU
0.426545,0.202175,0.974678,0.910170,0.793026,0.843705,0.148332,0.017935,0.116640,0.535165,TUMORLU
0.258040,0.908909,0.115937,0.021716,0.716665,0.004516,0.026630,0.003495,0.629356,0.349656,TUMORLU
0.236818,0.113351,0.985877,0.958582,0.752814,0.926307,0.229563,0.046831,0.051898,0.364718,TUMORLU
0.195823,0.760393,0.210115,0.039034,0.763625,0.008711,0.046186,0.003326,0.381542,0.332008,TUMORLU
0.593829,0.301234,0.957682,0.780074,0.876999,0.640609,0.074776,0.003488,0.320852,0.820120,TUMORLU
0.237572,0.877013,0.140856,0.022991,0.722500,0.004803,0.033366,0.002969,0.504704,0.337751,TUMORLU
0.175779,0.082596,0.989911,0.975388,0.686496,0.955872,0.303945,0.085174,0.029933,0.278964,TUMORLU
0.210644,0.822607,0.173075,0.042873,0.678201,0.009519,0.027355,0.003630,0.413355,0.298943,TUMORLU
0.367907,0.167001,0.980157,0.936126,0.750118,0.887518,0.181453,0.028052,0.081114,0.452311,TUMORLU
0.152547,0.636661,0.316556,0.069127,0.828254,0.016939,0.041936,0.002439,0.367070,0.345038,TUMORLU
0.621591,0.298710,0.961329,0.801532,0.859180,0.672213,0.082727,0.004510,0.283939,0.783975,TUMORLU
0.079128,0.485368,0.416646,0.086252,0.950048,0.022150,0.039099,0.001852,0.515932,0.458484,TUMORLU
0.473814,0.234668,0.969158,0.904471,0.780296,0.834232,0.143667,0.016712,0.123141,0.547511,TUMORLU
0.083294,0.482816,0.432401,0.121126,0.934356,0.034562,0.051671,0.002958,0.440459,0.412328,TUMORLU
0.301722,0.141429,0.982509,0.936872,0.795368,0.888794,0.180479,0.027735,0.081818,0.453802,TUMORLU
0.087244,0.510684,0.383115,0.047745,0.951522,0.010755,0.025075,0.001175,0.627428,0.489147,TUMORLU
0.424373,0.206654,0.972105,0.901523,0.810624,0.829352,0.140497,0.015873,0.128105,0.558071,TUMORLU
0.139225,0.632393,0.312567,0.064018,0.919178,0.015300,0.038293,0.001776,0.469024,0.480287,TUMORLU
0.439838,0.198718,0.976903,0.871703,0.852375,0.780788,0.116088,0.010219,0.175443,0.643721,TUMORLU
0.153260,0.653076,0.300199,0.062901,0.909862,0.014984,0.039013,0.001848,0.464119,0.475829,TUMORLU
0.435543,0.206537,0.973975,0.876994,0.845497,0.789297,0.120605,0.011179,0.165192,0.626170,TUMORLU
0.142835,0.654373,0.294706,0.051891,0.917135,0.011903,0.033414,0.001582,0.508720,0.479984,TUMORLU
0.520721,0.245013,0.969258,0.818897,0.873084,0.698335,0.089061,0.005416,0.258038,0.755759,TUMORLU
0.183734,0.766927,0.214763,0.034696,0.890768,0.007484,0.028367,0.001387,0.574765,0.474949,TUMORLU
0.135078,0.063809,0.991944,0.983526,0.634108,0.970355,0.375512,0.132828,0.019610,0.226369,TUMORLU
0.172977,0.699627,0.269509,0.049154,0.893401,0.011166,0.034387,0.001848,0.488175,0.465345,TUMORLU
0.525393,0.255043,0.966402,0.795994,0.884703,0.663982,0.080044,0.004149,0.295921,0.796689,TUMORLU
0.138968,0.582356,0.363449,0.091131,0.841048,0.023975,0.045672,0.002674,0.358520,0.341528,TUMORLU
0.613976,0.302396,0.959073,0.795291,0.864391,0.662946,0.080490,0.004210,0.293819,0.794009,TUMORLU
0.132525,0.531240,0.428299,0.203158,0.938111,0.071504,0.043721,0.002046,0.414203,0.538218,TUMORLU
0.495919,0.235724,0.970011,0.821876,0.877205,0.702864,0.090401,0.005620,0.253020,0.749780,TUMORLU
0.188137,0.772921,0.204324,0.022103,0.831209,0.004575,0.021068,0.001910,0.600389,0.386260,TUMORLU
0.255755,0.124612,0.983299,0.940513,0.814415,0.895031,0.188015,0.030350,0.075856,0.437571,TUMORLU
0.182910,0.721574,0.266964,0.039425,0.865064,0.008657,0.030670,0.001856,0.556298,0.426098,TUMORLU
0.343125,0.159951,0.980703,0.919257,0.817712,0.858919,0.156982,0.020355,0.105533,0.511514,TUMORLU
