@RELATION GLCM_LBP

@ATTRIBUTE glcm_contrast NUMERIC
@ATTRIBUTE glcm_dissimilarity NUMERIC
@ATTRIBUTE glcm_homogeneity NUMERIC
@ATTRIBUTE glcm_energy NUMERIC
@ATTRIBUTE glcm_correlation NUMERIC
@ATTRIBUTE glcm_ASM NUMERIC
@ATTRIBUTE lbp_energy NUMERIC
@ATTRIBUTE lbp_entropy NUMERIC
@ATTRIBUTE lbp_mean NUMERIC
@ATTRIBUTE lbp_std NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.441552,0.206185,0.975072,0.915750,0.771058,0.853031,0.920211,0.091382,0.966944,0.203394,TUMORLU
0.186945,0.774975,0.201360,0.024239,0.844265,0.005050,0.031589,0.971889,0.094550,0.944780,TUMORLU
0.505762,0.247193,0.967002,0.863795,0.836040,0.768151,0.894847,0.115465,0.956504,0.228711,TUMORLU
0.169414,0.729596,0.230039,0.046974,0.827846,0.010597,0.046528,0.949505,0.148844,0.968330,TUMORLU
0.579104,0.268695,0.967498,0.829436,0.850250,0.714429,0.892373,0.116776,0.954375,0.231517,TUMORLU
0.195691,0.810822,0.168057,0.034935,0.715760,0.007608,0.056416,0.936026,0.149118,0.969187,TUMORLU
0.426545,0.202175,0.974678,0.910170,0.793026,0.843705,0.918326,0.092393,0.965481,0.205424,TUMORLU
0.258040,0.908909,0.115937,0.021716,0.716665,0.004516,0.052169,0.941210,0.140691,0.972241,TUMORLU
0.236818,0.113351,0.985877,0.958582,0.752814,0.926307,0.956609,0.052507,0.980173,0.159078,TUMORLU
0.195823,0.760393,0.210115,0.039034,0.763625,0.008711,0.051078,0.941537,0.147760,0.963292,TUMORLU
0.593829,0.301234,0.957682,0.780074,0.876999,0.640609,0.871092,0.135840,0.944425,0.253486,TUMORLU
0.237572,0.877013,0.140856,0.022991,0.722500,0.004803,0.044780,0.953494,0.126351,0.954634,TUMORLU
0.175779,0.082596,0.989911,0.975388,0.686496,0.955872,0.969668,0.038267,0.985902,0.136440,TUMORLU
0.210644,0.822607,0.173075,0.042873,0.678201,0.009519,0.032268,0.966462,0.127142,0.935631,TUMORLU
0.367907,0.167001,0.980157,0.936126,0.750118,0.887518,0.932398,0.078220,0.971843,0.185474,TUMORLU
0.152547,0.636661,0.316556,0.069127,0.828254,0.016939,0.058110,0.930938,0.171598,0.973098,TUMORLU
0.621591,0.298710,0.961329,0.801532,0.859180,0.672213,0.874438,0.131901,0.946509,0.247737,TUMORLU
0.079128,0.485368,0.416646,0.086252,0.950048,0.022150,0.028957,0.973149,0.087906,0.910246,TUMORLU
0.473814,0.234668,0.969158,0.904471,0.780296,0.834232,0.903594,0.107276,0.959843,0.222313,TUMORLU
0.083294,0.482816,0.432401,0.121126,0.934356,0.034562,0.034655,0.966734,0.108896,0.923547,TUMORLU
0.301722,0.141429,0.982509,0.936872,0.795368,0.888794,0.938519,0.071681,0.973914,0.178581,TUMORLU
0.087244,0.510684,0.383115,0.047745,0.951522,0.010755,0.026128,0.975128,0.075454,0.898692,TUMORLU
0.424373,0.206654,0.972105,0.901523,0.810624,0.829352,0.909883,0.100057,0.961580,0.215326,TUMORLU
0.139225,0.632393,0.312567,0.064018,0.919178,0.015300,0.040292,0.960363,0.122798,0.943685,TUMORLU
0.439838,0.198718,0.976903,0.871703,0.852375,0.780788,0.921622,0.088043,0.966526,0.198926,TUMORLU
0.153260,0.653076,0.300199,0.062901,0.909862,0.014984,0.043048,0.955561,0.126319,0.948365,TUMORLU
0.435543,0.206537,0.973975,0.876994,0.845497,0.789297,0.911142,0.098752,0.963155,0.209629,TUMORLU
0.142835,0.654373,0.294706,0.051891,0.917135,0.011903,0.039013,0.961648,0.121700,0.941870,TUMORLU
0.520721,0.245013,0.969258,0.818897,0.873084,0.698335,0.894745,0.113632,0.956276,0.226357,TUMORLU
0.183734,0.766927,0.214763,0.034696,0.890768,0.007484,0.048809,0.949130,0.135471,0.954887,TUMORLU
0.135078,0.063809,0.991944,0.983526,0.634108,0.970355,0.977468,0.029479,0.989417,0.121234,TUMORLU
0.172977,0.699627,0.269509,0.049154,0.893401,0.011166,0.040821,0.957494,0.111045,0.945527,TUMORLU
0.525393,0.255043,0.966402,0.795994,0.884703,0.663982,0.889899,0.117763,0.953924,0.230859,TUMORLU
0.138968,0.582356,0.363449,0.091131,0.841048,0.023975,0.076085,0.902834,0.205536,0.983962,TUMORLU
0.613976,0.302396,0.959073,0.795291,0.864391,0.662946,0.870975,0.135783,0.944745,0.253121,TUMORLU
0.132525,0.531240,0.428299,0.203158,0.938111,0.071504,0.030735,0.933704,0.175818,0.877743,TUMORLU
0.495919,0.235724,0.970011,0.821876,0.877205,0.702864,0.899745,0.108403,0.957804,0.222074,TUMORLU
0.188137,0.772921,0.204324,0.022103,0.831209,0.004575,0.048860,0.945758,0.134165,0.949347,TUMORLU
0.255755,0.124612,0.983299,0.940513,0.814415,0.895031,0.949277,0.060112,0.977710,0.166566,TUMORLU
0.182910,0.721574,0.266964,0.039425,0.865064,0.008657,0.058393,0.932331,0.157082,0.962010,TUMORLU
0.343125,0.159951,0.980703,0.919257,0.817712,0.858919,0.932785,0.077316,0.972235,0.183348,TUMORLU
