@RELATION WAVELET_ALL_BANDS_COMBINED

@ATTRIBUTE LL_glcm_contrast NUMERIC
@ATTRIBUTE LL_glcm_dissimilarity NUMERIC
@ATTRIBUTE LL_glcm_homogeneity NUMERIC
@ATTRIBUTE LL_glcm_energy NUMERIC
@ATTRIBUTE LL_glcm_correlation NUMERIC
@ATTRIBUTE LL_glcm_ASM NUMERIC
@ATTRIBUTE LH_glcm_contrast NUMERIC
@ATTRIBUTE LH_glcm_dissimilarity NUMERIC
@ATTRIBUTE LH_glcm_homogeneity NUMERIC
@ATTRIBUTE LH_glcm_energy NUMERIC
@ATTRIBUTE LH_glcm_correlation NUMERIC
@ATTRIBUTE LH_glcm_ASM NUMERIC
@ATTRIBUTE HL_glcm_contrast NUMERIC
@ATTRIBUTE HL_glcm_dissimilarity NUMERIC
@ATTRIBUTE HL_glcm_homogeneity NUMERIC
@ATTRIBUTE HL_glcm_energy NUMERIC
@ATTRIBUTE HL_glcm_correlation NUMERIC
@ATTRIBUTE HL_glcm_ASM NUMERIC
@ATTRIBUTE HH_glcm_contrast NUMERIC
@ATTRIBUTE HH_glcm_dissimilarity NUMERIC
@ATTRIBUTE HH_glcm_homogeneity NUMERIC
@ATTRIBUTE HH_glcm_energy NUMERIC
@ATTRIBUTE HH_glcm_correlation NUMERIC
@ATTRIBUTE HH_glcm_ASM NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.381531,0.574845,0.264303,0.056302,0.872782,0.009722,0.467617,0.580909,0.299967,0.185948,0.221829,0.078142,0.371783,0.561026,0.255341,0.123791,0.285670,0.040463,0.542215,0.672007,0.179581,0.083477,0.055137,0.029354,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.533857,0.628141,0.295693,0.087535,0.650637,0.017455,0.383239,0.524196,0.345362,0.236967,0.252332,0.108098,0.522625,0.613625,0.281413,0.179786,0.209815,0.066493,0.575850,0.607314,0.308890,0.214393,0.062170,0.095223,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.300941,0.502005,0.336332,0.094593,0.907465,0.019452,0.515034,0.546503,0.377106,0.267300,0.213270,0.127925,0.645560,0.732312,0.190723,0.117417,0.290784,0.037808,0.355258,0.513215,0.326019,0.225676,0.074936,0.102057,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.284860,0.476572,0.334448,0.060211,0.899722,0.010690,0.174590,0.298671,0.555889,0.439783,0.190961,0.264420,0.095498,0.191018,0.664411,0.509106,0.147173,0.317114,0.084116,0.177508,0.675980,0.530904,0.098356,0.354689,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.610090,0.770809,0.101163,0.010704,0.633612,0.001423,0.411463,0.609640,0.197884,0.101922,0.237562,0.036633,0.165744,0.381524,0.361208,0.184697,0.160447,0.069007,0.181758,0.399047,0.336997,0.176622,0.058092,0.073723,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.414889,0.641189,0.180442,0.016175,0.798262,0.002261,0.415809,0.604321,0.218193,0.117485,0.283743,0.043651,0.139427,0.335507,0.421939,0.227619,0.227108,0.092537,0.295945,0.496334,0.272361,0.141970,0.059178,0.055770,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.231470,0.454863,0.331204,0.035166,0.921946,0.005389,0.300212,0.520898,0.278817,0.151143,0.328111,0.059552,0.415291,0.615296,0.194777,0.090235,0.256525,0.027168,0.472843,0.645335,0.167466,0.066330,0.079154,0.022498,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.471298,0.654938,0.209134,0.051778,0.651709,0.008801,0.476534,0.578885,0.326999,0.245257,0.156840,0.113330,0.476015,0.649933,0.192215,0.097151,0.196543,0.029761,0.553296,0.657371,0.218597,0.127098,0.055893,0.048637,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.374263,0.603794,0.205061,0.042199,0.698088,0.006903,0.542076,0.720759,0.137027,0.079563,0.285227,0.027480,0.283113,0.508436,0.256197,0.124398,0.209119,0.040698,0.709676,0.811466,0.066450,0.015704,0.067199,0.004758,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.345168,0.531458,0.300656,0.090200,0.820511,0.018254,0.367521,0.487047,0.375718,0.263924,0.278594,0.125287,0.499901,0.651318,0.205655,0.108997,0.229988,0.034402,0.397609,0.543175,0.277574,0.155238,0.063354,0.062453,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.236869,0.409791,0.435095,0.240638,0.909556,0.080282,0.363615,0.489799,0.381901,0.272234,0.233748,0.130804,0.613507,0.705633,0.206672,0.126864,0.275499,0.041765,0.452375,0.582986,0.274593,0.171936,0.054050,0.071219,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.578399,0.668167,0.236466,0.034962,0.727723,0.005342,0.799685,0.533607,0.390357,0.225173,0.037876,0.100580,0.664207,0.758130,0.147082,0.070090,0.297390,0.020019,0.448443,0.604366,0.227827,0.115725,0.080996,0.043313,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.415029,0.560608,0.309712,0.106736,0.862800,0.023049,0.454152,0.568666,0.318567,0.229090,0.251512,0.103085,0.711302,0.781656,0.145892,0.079617,0.246844,0.023343,0.538656,0.647967,0.223469,0.121398,0.078146,0.045938,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.374793,0.564182,0.267627,0.059048,0.873898,0.010273,0.486704,0.598904,0.274653,0.188382,0.192689,0.079319,0.550178,0.720882,0.139156,0.066944,0.218511,0.018971,0.497212,0.662857,0.171226,0.078993,0.065122,0.027524,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.463147,0.695726,0.138379,0.012621,0.760860,0.001688,0.612775,0.751403,0.137076,0.078638,0.231160,0.027025,0.796399,0.901482,0.026409,0.012026,0.221846,0.002896,0.472413,0.643396,0.170941,0.075252,0.041777,0.026018,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.280326,0.466498,0.366903,0.165395,0.909314,0.044260,0.311692,0.467864,0.365989,0.224809,0.253301,0.100437,0.692252,0.780673,0.139800,0.079328,0.278905,0.023226,0.348772,0.516089,0.290568,0.167940,0.057264,0.069057,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.362051,0.562611,0.262317,0.058786,0.883500,0.010224,0.354064,0.548457,0.273811,0.150900,0.255874,0.059542,0.427196,0.612509,0.214422,0.115923,0.195587,0.037181,0.443559,0.599355,0.237550,0.145056,0.058250,0.057320,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.517282,0.730566,0.121957,0.011177,0.748685,0.001482,0.634474,0.781684,0.107585,0.068824,0.241888,0.023163,1.000000,1.000000,0.000000,0.000000,0.215583,0.000000,0.434207,0.630373,0.166412,0.073439,0.052298,0.025284,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.375942,0.543671,0.317171,0.117678,0.878189,0.026549,0.462863,0.524062,0.394722,0.295016,0.211177,0.146725,0.446738,0.620773,0.219816,0.106722,0.269257,0.033485,0.633601,0.708184,0.193504,0.110942,0.059012,0.041147,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.363615,0.555193,0.276571,0.067754,0.876635,0.012305,0.428107,0.534900,0.343618,0.251549,0.222181,0.117319,0.603139,0.744385,0.134398,0.061479,0.212089,0.017148,0.518238,0.653020,0.204247,0.112088,0.053428,0.041694,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.428414,0.615497,0.242102,0.032351,0.811992,0.004847,0.540363,0.697625,0.191698,0.132063,0.280759,0.050211,0.541295,0.683992,0.185811,0.093169,0.309238,0.028281,0.582120,0.699539,0.157721,0.066539,0.070592,0.022586,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.475624,0.697172,0.141107,0.012310,0.766098,0.001657,0.752783,0.883216,0.044929,0.023989,0.256133,0.007319,0.598131,0.758501,0.102395,0.038695,0.227817,0.010114,0.438798,0.618612,0.185080,0.090716,0.049503,0.032346,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.277350,0.445662,0.403149,0.225400,0.904840,0.072185,0.299157,0.482204,0.348448,0.232130,0.296374,0.105012,0.351834,0.529461,0.303202,0.188600,0.264499,0.071025,0.508792,0.616731,0.267084,0.189199,0.068104,0.080703,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.404257,0.569852,0.299289,0.105826,0.868622,0.022797,0.926647,0.756988,0.224715,0.123782,0.073231,0.046232,0.269264,0.465016,0.333607,0.193042,0.184021,0.073368,0.558282,0.665887,0.201035,0.096475,0.049162,0.034785,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.424795,0.582288,0.290284,0.095286,0.862541,0.019637,0.580440,0.663892,0.252428,0.173504,0.193314,0.071132,0.567250,0.684908,0.198186,0.116370,0.219036,0.037382,0.485943,0.619472,0.227482,0.117854,0.075264,0.044278,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.242707,0.408272,0.444516,0.266307,0.911266,0.094852,0.211451,0.386944,0.414477,0.245880,0.251728,0.113450,0.451105,0.605437,0.256090,0.142206,0.267607,0.048489,0.324290,0.491234,0.336588,0.211963,0.068488,0.093781,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.393735,0.558628,0.311371,0.114969,0.869558,0.025687,1.000000,0.787347,0.214521,0.121546,0.071452,0.045160,0.328200,0.498981,0.330342,0.204881,0.201334,0.079710,0.535833,0.647520,0.222231,0.122872,0.051126,0.046603,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.228374,0.420920,0.401172,0.134371,0.918987,0.032293,0.460755,0.585755,0.272200,0.157007,0.228519,0.062332,0.540452,0.649050,0.242917,0.151447,0.284364,0.052743,0.495489,0.617885,0.220621,0.097478,0.068398,0.035215,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.402475,0.607091,0.235236,0.031353,0.811926,0.004672,0.565245,0.717074,0.171878,0.104537,0.270845,0.037583,0.473480,0.650006,0.191306,0.087170,0.301249,0.026040,0.887344,0.874862,0.081393,0.027079,0.057239,0.008430,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.243509,0.423305,0.414117,0.146908,0.918008,0.036931,0.367695,0.457143,0.380748,0.218203,0.153578,0.096293,0.636581,0.716647,0.201757,0.117672,0.266170,0.037945,0.524431,0.644113,0.208853,0.097626,0.064695,0.035281,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.391193,0.569502,0.286983,0.051651,0.760990,0.008680,0.616415,0.616163,0.332258,0.260159,0.157897,0.122872,0.667838,0.757880,0.143149,0.074854,0.189807,0.021657,0.586600,0.683613,0.180615,0.078306,0.044154,0.027236,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.403042,0.547277,0.328345,0.134068,0.870442,0.032183,0.326094,0.457859,0.411162,0.308594,0.230326,0.156468,0.531767,0.662925,0.220331,0.122531,0.255626,0.039928,0.391341,0.541213,0.304014,0.205839,0.060944,0.090220,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.412095,0.587263,0.278545,0.049625,0.764545,0.008261,0.513622,0.604210,0.294492,0.195323,0.204838,0.083192,0.420599,0.603533,0.223412,0.115467,0.190904,0.036991,0.412590,0.565542,0.268503,0.157709,0.062240,0.063735,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.392231,0.581370,0.252918,0.055295,0.868895,0.009433,0.267669,0.445150,0.382273,0.279138,0.271346,0.135810,0.487412,0.667174,0.174111,0.088480,0.196158,0.026523,0.532466,0.679052,0.170035,0.079973,0.066709,0.027912,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.470113,0.689192,0.148715,0.015743,0.743535,0.002153,0.693065,0.819631,0.093294,0.061410,0.234842,0.020343,0.796376,0.897455,0.031447,0.016472,0.214813,0.004022,0.638040,0.763564,0.109870,0.050975,0.053612,0.016749,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.255918,0.431073,0.422551,0.204157,0.912291,0.061545,0.413835,0.574055,0.300626,0.194733,0.248657,0.082727,0.297319,0.447755,0.402613,0.289214,0.185154,0.131272,0.601040,0.662297,0.254732,0.150123,0.064034,0.059836,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.298281,0.470745,0.393774,0.189777,0.915699,0.054816,0.862282,0.808018,0.215348,0.162704,0.181973,0.065262,0.139124,0.319138,0.475075,0.292379,0.198336,0.133445,0.624315,0.660411,0.275363,0.192345,0.063171,0.082439,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.322315,0.530383,0.292253,0.079468,0.673651,0.015412,0.374578,0.578688,0.246091,0.134859,0.266280,0.051678,0.286963,0.466100,0.349827,0.217204,0.262282,0.086603,0.524288,0.612315,0.261517,0.178695,0.068195,0.074887,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.449814,0.662360,0.163995,0.014255,0.767704,0.001978,0.510770,0.706203,0.147494,0.090002,0.231566,0.031671,0.559828,0.735302,0.106304,0.052867,0.207956,0.014391,0.609846,0.732094,0.130095,0.065702,0.039909,0.022277,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.238461,0.416471,0.424704,0.154196,0.917137,0.039756,0.356081,0.457987,0.378801,0.224954,0.150520,0.100350,0.538350,0.649012,0.234035,0.137009,0.268047,0.046154,0.278046,0.449165,0.354173,0.214750,0.060863,0.095424,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.233152,0.425066,0.398739,0.135532,0.919750,0.032724,0.358964,0.488234,0.378095,0.284829,0.224623,0.139270,0.545926,0.646310,0.245499,0.151028,0.259693,0.052549,0.369775,0.512100,0.316897,0.192845,0.057157,0.082713,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.386835,0.561574,0.295770,0.054371,0.760121,0.009284,0.668771,0.675789,0.293065,0.224641,0.179125,0.100365,0.494879,0.658297,0.195660,0.107417,0.213174,0.033781,0.545939,0.654578,0.208522,0.114186,0.049627,0.042615,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.355481,0.575660,0.237228,0.028705,0.810375,0.004236,0.383671,0.541563,0.310282,0.204712,0.220294,0.088534,0.185398,0.368561,0.410827,0.244665,0.149724,0.102679,0.234830,0.439283,0.327013,0.173422,0.061061,0.071986,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.423426,0.595678,0.263930,0.061112,0.797230,0.010777,0.576836,0.653631,0.274362,0.189529,0.203238,0.079866,0.079663,0.228191,0.564920,0.351992,0.118827,0.176764,0.231025,0.424151,0.344140,0.192045,0.043079,0.082251,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.547029,0.724447,0.148122,0.030881,0.475916,0.004699,0.399261,0.580027,0.256773,0.138454,0.246988,0.053542,0.462388,0.660585,0.164787,0.074001,0.299377,0.021365,0.508125,0.651755,0.184144,0.086196,0.070015,0.030460,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.211623,0.406805,0.405949,0.131231,0.931123,0.031228,0.372689,0.539857,0.306117,0.179579,0.380051,0.074537,0.163386,0.341737,0.458831,0.299909,0.264003,0.138601,0.263060,0.430148,0.373830,0.230054,0.062047,0.104720,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.472696,0.624143,0.233797,0.040630,0.594325,0.006486,0.475254,0.601161,0.270783,0.180163,0.202002,0.074858,0.637562,0.749154,0.128127,0.058046,0.180184,0.016036,0.461273,0.594096,0.227831,0.109913,0.044805,0.040690,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.380443,0.603442,0.212320,0.029171,0.757924,0.004359,0.830921,0.910360,0.045265,0.028337,0.250492,0.008612,0.235642,0.457260,0.304893,0.159561,0.164026,0.056509,0.509440,0.654407,0.180927,0.089882,0.044871,0.031992,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.590174,0.753174,0.147882,0.020609,0.615707,0.002964,0.766961,0.846442,0.106623,0.069798,0.235664,0.023708,0.391569,0.583445,0.230927,0.127218,0.168221,0.041909,0.589652,0.686004,0.184213,0.100510,0.040122,0.036551,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.453340,0.652504,0.200834,0.026130,0.807864,0.003849,0.708602,0.797606,0.140310,0.083888,0.234252,0.029118,0.343463,0.544038,0.262066,0.139773,0.222257,0.047411,0.155775,0.334267,0.448415,0.293555,0.064000,0.146833,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.632251,0.713086,0.209253,0.040090,0.608420,0.006362,0.634014,0.482335,0.416168,0.242460,0.042313,0.111486,0.602062,0.728184,0.160799,0.089785,0.247850,0.027003,0.511615,0.646453,0.203051,0.104843,0.090111,0.038441,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.474948,0.653394,0.206247,0.046126,0.699780,0.007493,0.257276,0.454075,0.343356,0.203945,0.284358,0.087926,0.464888,0.640831,0.195030,0.095539,0.268270,0.029180,0.226830,0.409416,0.358136,0.202368,0.044933,0.088151,NORMAL
0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,NORMAL
0.348415,0.544442,0.291623,0.044750,0.848768,0.007260,0.550678,0.669474,0.232912,0.147017,0.222918,0.057603,0.506940,0.655259,0.205189,0.107592,0.230826,0.033835,0.324271,0.502751,0.287413,0.152450,0.065814,0.061023,NORMAL
