@RELATION GLCM_SHAPE

@ATTRIBUTE glcm_contrast NUMERIC
@ATTRIBUTE glcm_dissimilarity NUMERIC
@ATTRIBUTE glcm_homogeneity NUMERIC
@ATTRIBUTE glcm_energy NUMERIC
@ATTRIBUTE glcm_correlation NUMERIC
@ATTRIBUTE glcm_ASM NUMERIC
@ATTRIBUTE shape_area NUMERIC
@ATTRIBUTE shape_perimeter NUMERIC
@ATTRIBUTE shape_circularity NUMERIC
@ATTRIBUTE shape_aspect_ratio NUMERIC
@ATTRIBUTE class {BASLANGIC,NORMAL,TUMORLU}

@DATA
0.184395,0.753643,0.223248,0.034385,0.852104,0.007400,0.646649,0.307039,0.298039,0.321039,TUMORLU
0.441552,0.206185,0.975072,0.915750,0.771058,0.853031,0.098730,0.097130,0.454707,0.226393,TUMORLU
0.186945,0.774975,0.201360,0.024239,0.844265,0.005050,0.740048,0.334746,0.286958,0.360465,TUMORLU
0.505762,0.247193,0.967002,0.863795,0.836040,0.768151,0.171343,0.115797,0.555213,0.388509,TUMORLU
0.169414,0.729596,0.230039,0.046974,0.827846,0.010597,0.493019,0.210589,0.483037,0.492726,TUMORLU
0.579104,0.268695,0.967498,0.829436,0.850250,0.714429,0.225114,0.125357,0.622434,0.392344,TUMORLU
0.195691,0.810822,0.168057,0.034935,0.715760,0.007608,0.747413,0.344252,0.274029,0.356322,TUMORLU
0.426545,0.202175,0.974678,0.910170,0.793026,0.843705,0.107090,0.093788,0.528980,0.513731,TUMORLU
0.258040,0.908909,0.115937,0.021716,0.716665,0.004516,0.891510,0.520320,0.143078,0.287037,TUMORLU
0.236818,0.113351,0.985877,0.958582,0.752814,0.926307,0.046722,0.052247,0.743667,0.302734,TUMORLU
0.195823,0.760393,0.210115,0.039034,0.763625,0.008711,0.447156,0.322893,0.186351,0.430556,TUMORLU
0.593829,0.301234,0.957682,0.780074,0.876999,0.640609,0.302878,0.140553,0.666163,0.421586,TUMORLU
0.237572,0.877013,0.140856,0.022991,0.722500,0.004803,0.741403,0.477019,0.141571,0.313131,TUMORLU
0.175779,0.082596,0.989911,0.975388,0.686496,0.955872,0.026253,0.037312,0.819349,0.370404,TUMORLU
0.210644,0.822607,0.173075,0.042873,0.678201,0.009519,0.731689,0.534579,0.111248,0.261477,TUMORLU
0.367907,0.167001,0.980157,0.936126,0.750118,0.887518,0.073472,0.077468,0.531935,0.192649,TUMORLU
0.152547,0.636661,0.316556,0.069127,0.828254,0.016939,0.532285,0.453894,0.112260,0.378049,TUMORLU
0.621591,0.298710,0.961329,0.801532,0.859180,0.672213,0.267363,0.139925,0.593331,0.409213,TUMORLU
0.079128,0.485368,0.416646,0.086252,0.950048,0.022150,0.554426,0.337927,0.210954,0.413333,TUMORLU
0.473814,0.234668,0.969158,0.904471,0.780296,0.834232,0.112738,0.109687,0.407145,0.344444,TUMORLU
0.083294,0.482816,0.432401,0.121126,0.934356,0.034562,0.450047,0.372340,0.141048,0.424658,TUMORLU
0.301722,0.141429,0.982509,0.936872,0.795368,0.888794,0.074601,0.073240,0.604287,0.161458,TUMORLU
0.087244,0.510684,0.383115,0.047745,0.951522,0.010755,0.642131,0.262653,0.404434,0.392405,TUMORLU
0.424373,0.206654,0.972105,0.901523,0.810624,0.829352,0.118070,0.096946,0.545838,0.272461,TUMORLU
0.139225,0.632393,0.312567,0.064018,0.919178,0.015300,0.559577,0.286369,0.296481,0.436620,TUMORLU
0.439838,0.198718,0.976903,0.871703,0.852375,0.780788,0.164566,0.092458,0.836452,0.257015,TUMORLU
0.153260,0.653076,0.300199,0.062901,0.909862,0.014984,0.548461,0.296341,0.271364,0.436620,TUMORLU
0.435543,0.206537,0.973975,0.876994,0.845497,0.789297,0.154489,0.097206,0.710393,0.246591,TUMORLU
0.142835,0.654373,0.294706,0.051891,0.917135,0.011903,0.557815,0.281222,0.306465,0.356322,TUMORLU
0.520721,0.245013,0.969258,0.818897,0.873084,0.698335,0.244182,0.115614,0.793754,0.344651,TUMORLU
0.183734,0.766927,0.214763,0.034696,0.890768,0.007484,0.615743,0.299056,0.299147,0.402597,TUMORLU
0.135078,0.063809,0.991944,0.983526,0.634108,0.970355,0.016945,0.028747,0.890936,0.256434,TUMORLU
0.172977,0.699627,0.269509,0.049154,0.893401,0.011166,0.561565,0.317356,0.242269,0.382716,TUMORLU
0.525393,0.255043,0.966402,0.795994,0.884703,0.663982,0.280195,0.119583,0.851361,0.350307,TUMORLU
0.138968,0.582356,0.363449,0.091131,0.841048,0.023975,0.508563,0.416323,0.127489,0.369048,TUMORLU
0.613976,0.302396,0.959073,0.795291,0.864391,0.662946,0.276942,0.141883,0.597747,0.488945,TUMORLU
0.132525,0.531240,0.428299,0.203158,0.938111,0.071504,0.498803,0.289572,0.258467,0.449275,TUMORLU
0.495919,0.235724,0.970011,0.821876,0.877205,0.702864,0.239212,0.110628,0.849268,0.238403,TUMORLU
0.188137,0.772921,0.204324,0.022103,0.831209,0.004575,0.778320,0.348490,0.278462,0.326316,TUMORLU
0.255755,0.124612,0.983299,0.940513,0.814415,0.895031,0.069902,0.057547,0.917135,0.220818,TUMORLU
0.182910,0.721574,0.266964,0.039425,0.865064,0.008657,0.675116,0.260100,0.433599,0.469697,TUMORLU
0.343125,0.159951,0.980703,0.919257,0.817712,0.858919,0.097691,0.074960,0.755419,0.391774,TUMORLU
